等级,等级名,悬赏池,入池说明,产物显示名,产物ID,饥饿值,饱和度,效果buff,原料种类数,原料槽位总数,稀有原料数,中间产物原料数,代表机器,代表配方ID,代表配方原料,综合分,分级依据,配方条数,模组,建议难度系数,建议悬赏价值备注,悬赏池文件,悬赏unitWorth
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Chloropasta,dungeonsdelight:chloropasta,12,19.2,effect.farmersdelight.nourishment 2400tick 1级 概率1；effect.minecraft.regeneration 120tick 2级 概率0.5,,,,,farmersdelight:cooking,dungeonsdelight:cooking/chloropasta,,,cooking_device=farmersdelight:cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Cob n' Candy,dungeonsdelight:cob_n_candy,4,3.2,effect.dungeonsdelight.decisive 900tick 1级 概率1；effect.dungeonsdelight.pouncing 900tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/cob_n_candy,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Cooked Sniffer Shank,dungeonsdelight:cooked_sniffer_shank,8,12.8,,,,,,minecraft:campfire_cooking,dungeonsdelight:cooked_sniffer_shank_from_campfire,,,cooking_device=minecraft:campfire_cooking;food_component,3,Dungeon's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Cooked Snifferwurst,dungeonsdelight:cooked_snifferwurst,10,16,,,,,,minecraft:campfire_cooking,dungeonsdelight:cooked_snifferwurst_from_campfire,,,cooking_device=minecraft:campfire_cooking;food_component,3,Dungeon's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Croak Monster,dungeonsdelight:croak_monster,8,16,,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/croak_monster,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Devilish Eggs,dungeonsdelight:devilish_eggs,6,8.4,,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/devilish_eggs,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Echo Rock Candy,dungeonsdelight:echo_rock_candy,8,12.8,effect.minecraft.strength 900tick 2级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/echo_rock_candy,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Fried Ghast Calamari,dungeonsdelight:fried_ghast_calamari,4,4.8,,,,,,minecraft:campfire_cooking,dungeonsdelight:fried_ghast_calamari_from_campfire,,,cooking_device=minecraft:campfire_cooking;food_component,3,Dungeon's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Gelled Salad,dungeonsdelight:gelled_salad,8,9.6,effect.dungeonsdelight.tenacity 2400tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/gelled_salad,,,dish_token;edible=true;type=dungeonsdelight:monster_cooking,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Ghast Roll,dungeonsdelight:ghast_roll,6,7.2000003,effect.dungeonsdelight.rotgut 2400tick 2级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/ghast_roll,,,dish_token;edible=true;type=dungeonsdelight:monster_cooking,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Ghastly Spirits,dungeonsdelight:ghastly_spirits,0,0,effect.minecraft.levitation 300tick 1级 概率1；effect.minecraft.regeneration 240tick 3级 概率1；effect.minecraft.slow_falling 400tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/ghastly_spirits,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Ghoulash,dungeonsdelight:ghoulash,8,9.6,effect.dungeonsdelight.voracity 4800tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/ghoulash,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Gyudon,dungeonsdelight:gyudon,9,12.599999,effect.dungeonsdelight.voracity 3600tick 2级 概率1；effect.minecraft.fire_resistance 1800tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/gyudon,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Haggis,dungeonsdelight:haggis,10,14,,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/haggis,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Jelly Beans,dungeonsdelight:jelly_beans,2,0.4,,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/jelly_beans,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Malicious Sandwich,dungeonsdelight:malicious_sandwich,9,16.199999,,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/malicious_sandwich,,,dish_token;edible=true;type=dungeonsdelight:monster_cooking,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Marshbellow,dungeonsdelight:marshbellow,4,3.2,effect.dungeonsdelight.swift_step 1800tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/marshbellow,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Monster Burger,dungeonsdelight:monster_burger,20,40,effect.dungeonsdelight.tenacity 30tick 1级 概率1；effect.dungeonsdelight.burrow_gut 30tick 1级 概率1；effect.dungeonsdelight.decisive 30tick 1级 概率1；effect.dungeonsdelight.exudation 30tick 1级 概率1；effect.dungeonsdelight.pouncing 30tick 1级 概率1；effect.dungeonsdelight.voracity 30tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/monster_burger,,,dish_token;edible=true;type=dungeonsdelight:monster_cooking,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Slice of Monster Cake,dungeonsdelight:monster_cake_slice,3,3,effect.dungeonsdelight.exudation 2400tick 2级 概率1；effect.dungeonsdelight.pouncing 1200tick 2级 概率1,,,,,farmersdelight:cutting,dungeonsdelight:cutting/monster_cake,,,dish_token;edible=true;type=farmersdelight:cutting,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Monster Muffin,dungeonsdelight:monster_muffin,5,5,effect.dungeonsdelight.exudation 2400tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/monster_muffin,,,dish_token;edible=true;type=dungeonsdelight:monster_cooking,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Necronog,dungeonsdelight:necronog,0,0,,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/necronog,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Poi,dungeonsdelight:poi,6,6,effect.dungeonsdelight.tenacity 3600tick 1级 概率1；effect.dungeonsdelight.exudation 6000tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/poi,,,cooking_device=dungeonsdelight:monster_cooking;food_component,2,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Poisonous Poutine,dungeonsdelight:poisonous_poutine,8,11.2,effect.dungeonsdelight.voracity 2400tick 1级 概率1；effect.dungeonsdelight.pouncing 3600tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/poisonous_poutine,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Rot Roast,dungeonsdelight:rot_roast,6,7.2000003,effect.dungeonsdelight.rotgut 1800tick 2级 概率1；effect.dungeonsdelight.burrow_gut 1800tick 2级 概率1；effect.dungeonsdelight.ravenous_rush 200tick 1级 概率0.75,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/rot_roast,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Rotpop,dungeonsdelight:rotpop,4,3.2,effect.dungeonsdelight.rotgut 1800tick 1级 概率1；effect.dungeonsdelight.decisive 1800tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/rotpop,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Rubaboo,dungeonsdelight:rubaboo,5,5,effect.dungeonsdelight.tenacity 600tick 1级 概率1；effect.minecraft.fire_resistance 1200tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/rubaboo,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Salt Soaked Stew,dungeonsdelight:salt_soaked_stew,10,16,effect.minecraft.water_breathing 1200tick 1级 概率1；effect.dungeonsdelight.tenacity 3600tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/salt_soaked_stew,,,dish_token;edible=true;type=dungeonsdelight:monster_cooking,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Sculk Apple,dungeonsdelight:sculk_apple,5,5,,,,,,minecraft:crafting_shapeless,dungeonsdelight:sculk_apple,,,manual_override;FOOD nutrition=5 saturation=5; recipe id=dungeonsdelight:sculk_apple (apple+sculk_polyp×2+honey_bottle); 加工特殊料理,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Shiokara,dungeonsdelight:shiokara,7,7,effect.dungeonsdelight.tenacity 3600tick 1级 概率1；effect.minecraft.regeneration 140tick 2级 概率1；effect.dungeonsdelight.putrid_scent 140tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/shiokara,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Silverfish Fried Rice,dungeonsdelight:silverfish_fried_rice,12,21.599998,effect.dungeonsdelight.burrow_gut 3600tick 1级 概率1；effect.dungeonsdelight.tenacity 4800tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/silverfish_fried_rice,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Sinigang,dungeonsdelight:sinigang,6,7.2000003,effect.dungeonsdelight.tenacity 2400tick 1级 概率1；effect.dungeonsdelight.pouncing 3600tick 1级 概率1；effect.dungeonsdelight.exudation 3600tick 2级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/sinigang,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Slicorice,dungeonsdelight:slicorice,3,2.4,,,,,,minecraft:crafting_shapeless,dungeonsdelight:slicorice,,,manual_override;可食用成品零食,1,Dungeon's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Slime Slab,dungeonsdelight:slime_bar,2,1.2,,,,,,minecraft:crafting_shapeless,dungeonsdelight:slime_bar_from_shapeless,,,manual_override;可食用成品零食,1,Dungeon's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Slime Noodles,dungeonsdelight:slime_noodles,1,0.4,,,,,,farmersdelight:cutting,dungeonsdelight:cutting/slime_bar,,,dish_token;edible=true;type=farmersdelight:cutting,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Smoked Spider Meat,dungeonsdelight:smoked_spider_meat,5,7,,,,,,minecraft:campfire_cooking,dungeonsdelight:smoked_spider_meat_from_campfire,,,cooking_device=minecraft:campfire_cooking;food_component,3,Dungeon's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Raw Snifferwurst,dungeonsdelight:snifferwurst,6,7.2000003,,,,,,farmersdelight:cooking,dungeonsdelight:cooking/snifferwurst,,,cooking_device=farmersdelight:cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Snuffledog,dungeonsdelight:snuffledog,14,28,effect.minecraft.regeneration 120tick 1级 概率1,,,,,farmersdelight:cooking,dungeonsdelight:cooking/snuffledog,,,cooking_device=farmersdelight:cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Soaked Skewer,dungeonsdelight:soaked_skewer,7,8.400001,effect.minecraft.water_breathing 2400tick 1级 概率1；effect.dungeonsdelight.decisive 2400tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/soaked_skewer,,,dish_token;edible=true;type=dungeonsdelight:monster_cooking,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Soft Serve Sniffer Egg,dungeonsdelight:soft_serve_sniffer_egg,4,4.8,effect.minecraft.regeneration 100tick 1级 概率0.75,,,,,minecraft:campfire_cooking,dungeonsdelight:soft_serve_sniffer_egg_from_campfire,,,cooking_device=minecraft:campfire_cooking;food_component,1,Dungeon's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Spider Bisque,dungeonsdelight:spider_bisque,7,11.2,effect.dungeonsdelight.rotgut 2400tick 1级 概率1；effect.dungeonsdelight.pouncing 2400tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/spider_bisque,,,dish_token;edible=true;type=dungeonsdelight:monster_cooking,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Spider Extract,dungeonsdelight:spider_extract,0,0,effect.minecraft.poison 600tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/spider_extract,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Slice of Spider Pie,dungeonsdelight:spider_pie_slice,3,1.8000001,effect.dungeonsdelight.pouncing 600tick 2级 概率1,,,,,farmersdelight:cutting,dungeonsdelight:cutting/spider_pie,,,dish_token;edible=true;type=farmersdelight:cutting,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Spider Salmagundi,dungeonsdelight:spider_salmagundi,7,12.599999,effect.dungeonsdelight.tenacity 900tick 1级 概率1；effect.dungeonsdelight.pouncing 900tick 2级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/spider_salmagundi,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Spider Tanghulu,dungeonsdelight:spider_tanghulu,5,7,effect.dungeonsdelight.pouncing 6000tick 1级 概率1；effect.dungeonsdelight.decisive 2400tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/spider_tanghulu,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Takoyaki,dungeonsdelight:takoyaki,9,12.599999,effect.dungeonsdelight.voracity 2400tick 1级 概率1；effect.dungeonsdelight.rotgut 2400tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/takoyaki,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Terrine Loaf,dungeonsdelight:terrine_loaf,7,12.599999,effect.dungeonsdelight.exudation 3600tick 2级 概率1；effect.minecraft.water_breathing 1800tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/terrine_loaf,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Trial Freakshake,dungeonsdelight:trial_freakshake,5,2,effect.dungeonsdelight.swift_step 900tick 1级 概率1；effect.dungeonsdelight.pouncing 900tick 2级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/trial_freakshake,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Wispy Rice Ball,dungeonsdelight:wispy_rice_ball,7,11.2,effect.dungeonsdelight.swift_step 3600tick 1级 概率1,,,,,dungeonsdelight:monster_cooking,dungeonsdelight:monster_cooking/wispy_rice_ball,,,cooking_device=dungeonsdelight:monster_cooking;food_component,1,Dungeon's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Bread,minecraft:bread,5,6,,,,,,minecraft:smelting,mynethersdelight:bread_from_smelting,,,cooking_device=minecraft:smelting;food_component,2,My Nether's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Bacon-wrapped Sausage on a Stick,mynethersdelight:bacon-wrapped_sausage_on_a_stick,10,12,,,,,,minecraft:crafting_shapeless,mynethersdelight:crafting/bacon_wrapped_sausage_stick,,,dish_token;edible=true;type=minecraft:crafting_shapeless,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Bleeding Tartar,mynethersdelight:bleeding_tartar,6,9,effect.minecraft.fire_resistance 200tick 1级 概率1；effect.farmersdelight.nourishment 600tick 1级 概率1,,,,,minecraft:crafting_shapeless,mynethersdelight:crafting/bleeding_tartar,,,manual_override;FOOD nutrition=6 saturation=9 effects=fire_resistance+nourishment; recipe id=mynethersdelight:crafting/bleeding_tartar (minced_strider×2+egg+bowl); 碗装复合,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Blue Tenderloin Steak,mynethersdelight:blue_tenderloin_steak,9,14.400001,effect.minecraft.nausea 300tick 1级 概率1；effect.farmersdelight.nourishment 1200tick 1级 概率1,,,,,minecraft:crafting_shapeless,mynethersdelight:crafting/blue_tenderloin_steak,,,dish_token;edible=true;type=minecraft:crafting_shapeless,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Boiled Egg,mynethersdelight:boiled_egg,4,5.6,,,,,,minecraft:smelting,mynethersdelight:boiled_egg_cooking,,,cooking_device=minecraft:smelting;food_component,4,My Nether's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Breakfast Sampler,mynethersdelight:breakfast_sampler,15,22.5,effect.farmersdelight.nourishment 2400tick 1级 概率1,,,,,minecraft:crafting_shapeless,mynethersdelight:crafting/breakfast_sampler,,,dish_token;edible=true;type=minecraft:crafting_shapeless,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Burnt Roll,mynethersdelight:burnt_roll,10,12,effect.mynethersdelight.b_pungent 600tick 2级 概率1,,,,,farmersdelight:cooking,mynethersdelight:cooking/burn_roll,,,dish_token;edible=true;type=farmersdelight:cooking,2,My Nether's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Chilidog,mynethersdelight:chilidog,11,11,effect.mynethersdelight.g_pungent 600tick 1级 概率1；effect.minecraft.fire_resistance 300tick 1级 概率1,,,,,farmersdelight:cooking,mynethersdelight:cooking/chilidog,,,cooking_device=farmersdelight:cooking;food_component,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Cooked Loin,mynethersdelight:cooked_loin,7,10.5,,,,,,minecraft:smelting,mynethersdelight:hoglin_loin_cooking,,,cooking_device=minecraft:smelting;food_component,3,My Nether's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Crimson Stroganoff,mynethersdelight:crimson_stroganoff,11,16.5,effect.minecraft.fire_resistance 600tick 1级 概率1；effect.farmersdelight.nourishment 3600tick 1级 概率1,,,,,farmersdelight:cooking,mynethersdelight:cooking/crimson_stroganoff,,,cooking_device=farmersdelight:cooking;food_component,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Deviled Egg,mynethersdelight:deviled_egg,5,7,effect.mynethersdelight.b_pungent 200tick 1级 概率1,,,,,farmersdelight:cooking,mynethersdelight:cooking/deviled_egg,,,cooking_device=farmersdelight:cooking;food_component,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Dried Ghast with Milk,mynethersdelight:dried_ghast_with_milk,6,5.3999996,,,,,,minecraft:crafting_shapeless,mynethersdelight:crafting/dried_ghast_with_milk,,,manual_override;最终可食用餐食；饥饿6；简单合成,1,My Nether's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Egg Soup,mynethersdelight:egg_soup,10,14,effect.farmersdelight.nourishment 2400tick 1级 概率1,,,,,farmersdelight:cooking,mynethersdelight:cooking/egg_soup,,,dish_token;edible=true;type=farmersdelight:cooking,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
1,T1·简餐基础,通用池,6B新增食物模组手持料理,Fried Hoglin Chop,mynethersdelight:fried_hoglin_chop,12,21.599998,effect.mynethersdelight.b_pungent 1200tick 1级 概率1；effect.farmersdelight.nourishment 3600tick 1级 概率1,,,,,farmersdelight:cooking,mynethersdelight:cooking/fried_hoglin_chop,,,cooking_device=farmersdelight:cooking;food_component,1,My Nether's Delight,1.0,6B.1 新增；悬赏价值待复审,food_common_objs,15
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Fries Ghasta,mynethersdelight:fries_ghasta,8,9.6,,,,,,farmersdelight:cooking,mynethersdelight:cooking/fries_ghasta,,,cooking_device=farmersdelight:cooking;food_component,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Ghast Salad,mynethersdelight:ghast_salad,8,13.6,effect.minecraft.regeneration 300tick 1级 概率1,,,,,minecraft:crafting_shapeless,mynethersdelight:crafting/ghast_salad,,,dish_token;edible=true;type=minecraft:crafting_shapeless,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Giant Takoyaki,mynethersdelight:giant_takoyaki,12,18,,,,,,farmersdelight:cooking,mynethersdelight:cooking/giant_tentacles,,,cooking_device=farmersdelight:cooking;food_component,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Hoglin Sausage,mynethersdelight:hoglin_sausage,2,1,effect.minecraft.nausea 300tick 1级 概率0.4000000059604645,,,,,farmersdelight:cutting,mynethersdelight:cutting/hoglin_sausage,,,dish_token;edible=true;type=farmersdelight:cutting,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
2,T2·正餐,T2菜池,6B新增食物模组手持料理,Hot Cream Cone,mynethersdelight:hot_cream_cone,4,8,effect.mynethersdelight.g_pungent 200tick 1级 概率1；effect.minecraft.fire_resistance 200tick 1级 概率1,,,,,minecraft:crafting_shapeless,mynethersdelight:crafting/hotcream_cone,,,manual_override;FOOD nutrition=4 saturation=8 effects=g_pungent+fire_resistance; recipe id=mynethersdelight:crafting/hotcream_cone (hot_cream+powder_cannon×3)×3; HotCreamConeItem; 复合甜品,1,My Nether's Delight,1.2,6B.1 新增；悬赏价值待复审,food_t2_objs,35
